ID,ALAND,AWATER,npp_p_to12,npp_pco12c,Tot_area,Per_land,NPP_P_mod
NEBRASKA_HAYES,1846821518,570786,9780.955139,20,1847392304,99.969103,4.891989
NEBRASKA_HITCHCOCK,1838742723,22103381,9751.875031,20,1860846104,98.812187,4.934551
NEBRASKA_HOLT,6248078943,13204318,37911.47968,67,6261283261,99.789112,5.670388
NEBRASKA_HOOKER,1867796142,882994,9786.97168,20,1868679136,99.952748,4.895799
NEBRASKA_HOWARD,1474578450,16199402,8837.354309,15,1490777852,98.913359,5.956293
NEBRASKA_JEFFERSON,1476736210,14232352,9446.032104,16,1490968562,99.045429,5.960669
NEBRASKA_JOHNSON,974023321,1711433,8026.119019,12,975734754,99.824601,6.700185
NEBRASKA_KEARNEY,1337063538,274634,6739.573059,12,1337338172,99.979464,5.617464
NEBRASKA_KEITH,2749531879,124672190,13496.19394,30,2874204069,95.662375,4.702718
NEBRASKA_KEYA PAHA,2002257565,2192458,10476.87274,20,2004450023,99.89062,5.244172
NEBRASKA_KIMBALL,2465269087,1448446,11549.82993,26,2466717533,99.94128,4.444852
NEBRASKA_KNOX,2870854403,81011709,20042.2334,34,2951866112,97.255576,6.061117
NEBRASKA_LANCASTER,2169270569,22849484,16345.04511,24,2192120053,98.957654,6.882172
NEBRASKA_LINCOLN,6641072809,28449819,35219.05942,72,6669522628,99.573435,4.912491
NEBRASKA_LOGAN,1478003936,1203586,8122.384064,16,1479207522,99.918633,5.080624
NEBRASKA_LOUP,1459513669,19565477,8714.014587,16,1479079146,98.677185,5.519269
NEBRASKA_MADISON,1483084606,7325865,9602.463135,16,1490410471,99.508467,6.031185
NEBRASKA_MCPHERSON,2224733578,2680669,11369.33249,24,2227414247,99.879651,4.74293
NEBRASKA_MERRICK,1258350331,28301100,6695.451965,11,1286651431,97.800407,6.22367
NEBRASKA_MORRILL,3687721317,15601327,14442.8031,37,3703322644,99.578721,3.919974
NEBRASKA_NANCE,1143733235,17178940,8612.735718,14,1160912175,98.520221,6.244357
NEBRASKA_NEMAHA,1055100614,5769942,6787.705994,10,1060870556,99.456113,6.824825
NEBRASKA_NUCKOLLS,1489645188,1718484,7317.165039,13,1491363672,99.884771,5.635082
NEBRASKA_OTOE,1594561663,8689332,11748.37732,17,1603250995,99.458018,6.94847
NEBRASKA_PAWNEE,1116478180,4852361,7452.538391,12,1121330541,99.567268,6.23744
NEBRASKA_PERKINS,2287828027,2840176,10186.07144,22,2290668203,99.876011,4.63578
NEBRASKA_PHELPS,1398048600,1646533,7060.457764,13,1399695133,99.882365,5.437518
NEBRASKA_PIERCE,1484707285,3481943,9661.626282,16,1488189228,99.766028,6.052678
NEBRASKA_PLATTE,1745910556,27167484,11189.83807,18,1773078040,98.467778,6.313311
NEBRASKA_POLK,1135309851,5947393,8846.3797,14,1141257244,99.478874,6.351944
NEBRASKA_RED WILLOW,1857036396,2591016,9865.187317,20,1859627412,99.86067,4.939476
NEBRASKA_RICHARDSON,1429261307,7077613,10180.05518,16,1436338920,99.507246,6.394041
NEBRASKA_ROCK,2611466193,8807741,14473.88849,27,2620273934,99.663862,5.37878
NEBRASKA_SALINE,1486812294,5821039,9759.89679,16,1492633333,99.610015,6.123817
NEBRASKA_SARPY,616811568,24272925,5119.107544,7,641084493,96.213771,7.600794
NEBRASKA_SAUNDERS,1940652995,27272221,15124.68189,21,1967925216,98.614164,7.303443
NEBRASKA_SCOTTS BLUFF,1915079305,15397684,8678.91806,23,1930476989,99.20239,3.803782
NEBRASKA_SEWARD,1479995666,11542537,7680.165527,12,1491538203,99.226132,6.450053
NEBRASKA_SHERIDAN,6322057037,74718659,28358.15155,66,6396775696,98.831932,4.352092
NEBRASKA_SHERMAN,1465489225,15062151,9047.935364,16,1480551376,98.982666,5.713081
NEBRASKA_SIOUX,5352724896,1681023,22430.81665,57,5354405919,99.968605,3.936467
NEBRASKA_STANTON,1107500697,8789497,7624.010803,12,1116290194,99.212615,6.403765
NEBRASKA_THAYER,1486153245,3025339,8531.512207,15,1489178584,99.796845,5.699253
NEBRASKA_THOMAS,1846403702,2028433,10331.47211,20,1848432135,99.890262,5.171411
NEBRASKA_THURSTON,1019377259,6458662,7470.587952,11,1025835921,99.3704,6.834473
NEBRASKA_VALLEY,1471402793,6076916,9015.84668,16,1477479709,99.588697,5.658176
NEBRASKA_WASHINGTON,1009985093,8388605,9576.391479,13,1018373698,99.176274,7.436583
NEBRASKA_WAYNE,1147147009,1084590,6967.200806,11,1148231599,99.905543,6.339807
NEBRASKA_WEBSTER,1489017962,337241,8993.785645,16,1489355203,99.977357,5.622389
NEBRASKA_WHEELER,1489717866,1059454,9332.719543,16,1490777320,99.928933,5.837098
NEBRASKA_YORK,1482794061,8595052,9748.866699,16,1491389113,99.423688,6.12836
NEVADA_CARSON CITY,374670880,32586219,1379.802521,4,407257099,91.998612,3.74952
NEVADA_CHURCHILL,12821785223,190748448,17530.31123,137,13012533671,98.534118,1.298621
NEVADA_CLARK,20439276974,438416032,28955.79848,218,20877693006,97.900074,1.356738
NEVADA_DOUGLAS,1838170319,72317573,6438.744446,19,1910487892,96.214707,3.522136
NEVADA_ELKO,44479019136,74784739,80753.54681,470,44553803875,99.832147,1.721049
NEVADA_ESMERALDA,9277049964,18552010,10298.38095,98,9295601974,99.800422,1.052957
NEVADA_EUREKA,10814982421,11058701,19607.03456,114,10826041122,99.897851,1.721674
NEVADA_HUMBOLDT,24969533319,44196978,53144.45931,261,25013730297,99.823309,2.041667
NEVADA_LANDER,14294783154,662270,26051.79569,152,14295445424,99.995367,1.714013
NEVADA_LINCOLN,27540342245,9802713,48936.8642,290,27550144958,99.964419,1.688079
NEVADA_LYON,5183173264,59602530,12207.64278,54,5242775794,98.863149,2.286671
NEVADA_MINERAL,9719815181,155746679,16952.71965,103,9875561860,98.422908,1.672268
NEVADA_NYE,47090939040,43207981,70168.37602,499,47134147021,99.90833,1.40747
NEVADA_PERSHING,15634691964,79934815,25803.11014,166,15714626779,99.491335,1.562351
NEVADA_STOREY,683680818,1881020,1704.697983,7,685561838,99.725624,2.441983
NEVADA_WASHOE,16358779479,582737537,50001.79871,175,16941517016,96.560299,2.960993
NEVADA_WHITE PINE,23016356483,23426584,38266.45783,242,23039783067,99.898321,1.582868
NEW HAMPSHIRE_BELKNAP,1040771458,176549424,6827.81665,11,1217320882,85.496887,7.260037
NEW HAMPSHIRE_CARROLL,2413511287,159624444,16462.36829,27,2573135731,93.796501,6.500427
NEW HAMPSHIRE_CHESHIRE,1830367250,57589034,11882.74762,19,1887956284,96.949663,6.45085
NEW HAMPSHIRE_COOS,4647923684,92553609,29861.29474,50,4740477293,98.047589,6.091184
NEW HAMPSHIRE_GRAFTON,4425254602,106459251,29098.19208,48,4531713853,97.650795,6.208953
NEW HAMPSHIRE_HILLSBOROUGH,2270197483,41314379,16399.19434,26,2311511862,98.212669,6.422168
NEW HAMPSHIRE_MERRIMACK,2416153059,57222878,18150.01965,29,2473375937,97.686446,6.406853
NEW HAMPSHIRE_ROCKINGHAM,1801042583,258639091,11478.63379,18,2059681674,87.442764,7.292792
NEW HAMPSHIRE_STRAFFORD,951745163,39159595,6343.481934,10,990904758,96.048097,6.604485
NEW HAMPSHIRE_SULLIVAN,1392231686,37791729,9383.860962,15,1430023415,97.357265,6.425722
NEW JERSEY_ATLANTIC,1438776649,301268696,7452.538391,12,1740045345,82.686158,7.510869
NEW JERSEY_BERGEN,602911111,35354979,4533.493652,7,638266090,94.460777,6.8562
NEW JERSEY_BURLINGTON,2070157741,54113400,13727.83252,22,2124271141,97.452613,6.403034
NEW JERSEY_CAMDEN,573293905,15720557,4362.021362,7,589014462,97.331041,6.402335
NEW JERSEY_CAPE MAY,651338862,955248161,3748.330017,6,1606587023,40.541773,15.409333
NEW JERSEY_CUMBERLAND,1251898273,503713107,8832.341064,14,1755611380,71.308394,8.847226
NEW JERSEY_ESSEX,326557454,8638174,2275.402189,3.532872,335195628,97.422946,6.611032
NEW JERSEY_GLOUCESTER,833916105,38320616,6264.263733,10,872236721,95.606627,6.552123
NEW JERSEY_HUDSON,119640830,41958705,1919.289368,3,161599535,74.03538,8.65486
NEW JERSEY_HUNTERDON,1108076939,24770921,8367.058472,13,1132847860,97.813394,6.580079
NEW JERSEY_MERCER,581297755,11434826,3172.743774,5,592732581,98.070829,6.470311
NEW JERSEY_MIDDLESEX,800864377,35466050,5104.066345,8,836330427,95.759326,6.662623
NEW JERSEY_MONMOUTH,1212585319,510987402,7602.952942,12,1723572721,70.353012,9.005718
NEW JERSEY_MORRIS,1193878537,53263498,9721.791931,15,1247142035,95.729155,6.770346
NEW JERSEY_OCEAN,1627387052,742027591,8764.153198,14,2369414643,68.683084,9.114485
NEW JERSEY_PASSAIC,481767296,32057602,3876.683655,6,513824898,93.760987,6.891074
NEW JERSEY_SALEM,859517464,105387382,4424.192566,7,964904846,89.077951,7.095218
NEW JERSEY_SOMERSET,781830431,7994903,5785.945313,9,789825334,98.987763,6.494569
NEW JERSEY_SUSSEX,1343564828,43222888,9758.894165,15,1386787716,96.883237,6.715227
NEW JERSEY_UNION,266163527,7053423,1924.303101,3,273216950,97.41838,6.584326
NEW JERSEY_WARREN,923424386,15834476,6524.982056,10,939258862,98.314152,6.63687
NEW MEXICO_BERNALILLO,3007645106,15849400,4909.529907,30,3023494506,99.475792,1.645134
NEW MEXICO_CATRON,17933559836,14195265,57062.25688,192,17947755101,99.920908,2.974345
NEW MEXICO_CHAVES,15713907540,20479488,27220.01505,162,15734387028,99.869842,1.682438
NEW MEXICO_CIBOLA,11758505180,5554603,30864.05798,124,11764059783,99.952783,2.490213
NEW MEXICO_COLFAX,9733110165,26299632,36350.17706,105,9759409797,99.73052,3.471276
NEW MEXICO_CURRY,3640261520,8027146,13514.24362,41,3648288666,99.779975,3.303425
NEW MEXICO_DE BACA,6016819475,29089486,13391.90649,65,6045908961,99.518857,2.070254
NEW MEXICO_DONA ANA,9863164217,17589892,8841.365845,103,9880754109,99.821978,0.859916
NEW MEXICO_EDDY,10816683024,56498061,15949.95619,116,10873181085,99.480391,1.382178
NEW MEXICO_GRANT,10259475126,15298388,20033.20909,108,10274773514,99.851107,1.857693
NEW MEXICO_GUADALUPE,7847072129,2887948,15517.76524,84,7849960077,99.963211,1.848033
NEW MEXICO_HARDING,5504963123,1162620,17016.89652,58,5506125743,99.978885,2.934567
NEW MEXICO_HIDALGO,8905760686,23582051,12927.62689,92,8929342737,99.735904,1.408898
NEW MEXICO_LEA,11373854756,8356103,23922.92871,119,11382210859,99.926586,2.011807
NEW MEXICO_LINCOLN,12512530057,554839,18816.85709,134,12513084896,99.995566,1.404305
NEW MEXICO_LOS ALAMOS,282843396,208105,502.384537,2,283051501,99.926478,2.513771
NEW MEXICO_LUNA,7679776973,433660,8026.119034,82,7680210633,99.994354,0.97885
NEW MEXICO_MCKINLEY,14117193195,13684636,30702.61253,149,14130877831,99.903158,2.062575
NEW MEXICO_MORA,4988962825,6093304,18275.36499,53,4995056129,99.878013,3.452394
NEW MEXICO_OTERO,17126456785,36943378,26265.38408,182,17163400163,99.784755,1.446266
NEW MEXICO_QUAY,7443508573,18554572,25580.49674,78,7462063145,99.751348,3.287726
NEW MEXICO_RIO ARRIBA,15179590198,91466278,49665.87306,163,15271056476,99.401048,3.065346
NEW MEXICO_ROOSEVELT,6335242828,18679735,19302.19475,67,6353922563,99.706013,2.889419
NEW MEXICO_SAN JUAN,14289491641,54966780,24200.69412,152,14344458421,99.616808,1.598275
NEW MEXICO_SAN MIGUEL,12228666254,51380263,31747.49194,127,12280046517,99.581596,2.510306
NEW MEXICO_SANDOVAL,9609141717,10852111,26384.71309,104,9619993828,99.887192,2.539857
NEW MEXICO_SANTA FE,4947856149,2648084,11645.09245,52,4950504233,99.946509,2.240639
NEW MEXICO_SIERRA,10829248654,147675972,17030.93525,115,10976924626,98.654669,1.501146
NEW MEXICO_SOCORRO,17214061650,4843011,28868.55829,178,17218904661,99.971874,1.622285
NEW MEXICO_TAOS,5704119383,3383128,16069.28505,58,5707502511,99.940725,2.77221
NEW MEXICO_TORRANCE,8664061332,2316559,14217.18086,90,8666377891,99.97327,1.580109
NEW MEXICO_UNION,9906866302,15466855,34398.79907,104,9922333157,99.844121,3.312741
NEW MEXICO_VALENCIA,2762854204,2760089,4394.109787,30,2765614293,99.9002,1.466166
NEW YORK_ALBANY,1354120788,27124553,9536.281189,15,1381245341,98.036225,6.484869
NEW YORK_ALLEGANY,2666029673,12999275,17683.73462,28,2679028948,99.514777,6.346414
NEW YORK_BRONX,108909571,39687923,1292.562134,2,148597494,73.291661,8.817935
NEW YORK_BROOME,1828061552,25111002,11707.26367,18,1853172554,98.644972,6.593377
NEW YORK_CATTARAUGUS,3388424412,36817330,22847.96643,36,3425241742,98.925117,6.415618
NEW YORK_CAYUGA,1791190510,445708165,12787.24048,20,2236898675,80.074727,7.984567
NEW YORK_CHAUTAUQUA,2746047476,1139407865,19220.97064,30,3885455341,70.675049,9.06542
NEW YORK_CHEMUNG,1055038227,8874756,6431.724792,10,1063912983,99.165838,6.485827
NEW YORK_CHENANGO,2314393900,13046917,16254.79602,25,2327440817,99.439431,6.538572
NEW YORK_CLINTON,2687779168,206603306,17400.95514,28,2894382474,92.861921,6.692331
NEW YORK_COLUMBIA,1643770776,35071400,10906.0556,17,1678842176,97.910977,6.552204
NEW YORK_CORTLAND,1291815777,7112822,9617.504883,15,1298928599,99.452409,6.446973
NEW YORK_DELAWARE,3735857754,64812298,26135.02448,40,3800670052,98.294714,6.647108
NEW YORK_DUTCHESS,2060720815,76913736,14253.27997,22,2137634551,96.401923,6.720575
NEW YORK_ERIE,2700648539,476891055,17918.38147,29,3177539594,84.991814,7.26982
NEW YORK_ESSEX,4646744234,316359504,29453.16962,48,4963103738,93.625773,6.553833
NEW YORK_FRANKLIN,4219644200,176695862,28552.68756,47,4396340062,95.980842,6.32943
NEW YORK_FULTON,1283234678,96916405,8180.544617,13,1380151083,92.977841,6.767985
NEW YORK_GENESEE,1276705469,6137411,8634.796448,14,1282842880,99.521577,6.197361
NEW YORK_GREENE,1676140495,28201061,12148.48023,19,1704341556,98.34534,6.501515
NEW YORK_HAMILTON,4447989353,234204421,30704.61835,50,4682193774,94.997977,6.464268
NEW YORK_HERKIMER,3655873433,120354579,24578.73651,39,3776228012,96.812836,6.509715
NEW YORK_JEFFERSON,3285923214,1524610949,20933.69092,34,4810534163,68.306826,9.013693
NEW YORK_KINGS,179671310,71098973,1064.935645,1.666886,250770283,71.647768,8.918338
NEW YORK_LEWIS,3301307122,39612947,21131.23554,34,3340920069,98.81431,6.289645
NEW YORK_LIVINGSTON,1636254768,22005357,11360.3078,18,1658260125,98.672985,6.39616
NEW YORK_MADISON,1696048608,16696751,10833.85693,17,1712745359,99.025147,6.435595
NEW YORK_MONROE,1701280157,1838466355,10093.81763,16,3539746512,48.062203,13.125982
NEW YORK_MONTGOMERY,1044066970,18599188,6987.256165,11,1062666158,98.249762,6.465208
NEW YORK_NASSAU,737195890,437275916,4509.427368,7,1174471806,62.768292,10.263206
NEW YORK_NEW YORK,58690498,28541727,590.130682,0.919404,87232225,67.280753,9.542897
NEW YORK_NIAGARA,1352887561,1598842375,8402.155457,14,2951729936,45.833718,13.094158
NEW YORK_ONEIDA,3139921947,117357163,22028.70886,35,3257279110,96.39708,6.529157
NEW YORK_ONONDAGA,2016013104,70527533,14651.37793,23,2086540637,96.619882,6.593016
NEW YORK_ONTARIO,1668081009,47854414,11544.81604,18,1715935423,97.211176,6.597787
NEW YORK_ORANGE,2103886749,68105750,14287.37421,22,2171992499,96.864365,6.704489
NEW YORK_ORLEANS,1013366843,1103741897,5510.185669,9,2117108740,47.865602,12.790873
NEW YORK_OSWEGO,2464751381,933476015,15090.5882,24,3398227396,72.530502,8.669105
NEW YORK_OTSEGO,2594487145,36314099,18149.01599,28,2630801244,98.619656,6.572515
NEW YORK_PUTNAM,596542964,41243959,5248.464233,8,637786923,93.53327,7.014168
NEW YORK_QUEENS,281734463,179364919,1282.534546,2,461099382,61.100594,10.495271
NEW YORK_RENSSELAER,1689852106,33533280,10178.04981,16,1723385386,98.05422,6.487514
NEW YORK_RICHMOND,148976885,115948458,554.160781,0.867729,264925343,56.233535,11.356624
NEW YORK_ROCKLAND,449218387,66842906,3918.799744,6,516061293,87.047487,7.503184
NEW YORK_SAINT LAWRENCE,6939877189,367298360,43864.88702,71,7307175549,94.973456,6.505137
NEW YORK_SARATOGA,2097879145,87573063,13733.84912,22,2185452208,95.992909,6.50325
NEW YORK_SCHENECTADY,529862595,12594061,3784.429504,6,542456656,97.678329,6.4573
NEW YORK_SCHOHARIE,1610503569,11676951,10264.28705,16,1622180520,99.280169,6.461693
NEW YORK_SCHUYLER,850405405,36246373,6406.65625,10,886651778,95.911995,6.679724
NEW YORK_SENECA,838403628,172828921,6422.699951,10,1011232549,82.909082,7.746678
NEW YORK_STEUBEN,3601520291,35040141,24865.52679,39,3636560432,99.036448,6.437808
NEW YORK_SUFFOLK,2361568402,3784825485,12115.38879,19,6146393887,38.422015,16.596007
NEW YORK_SULLIVAN,2507463739,74034521,17579.44684,27,2581498260,97.13211,6.703145
NEW YORK_TIOGA,1343194530,11058001,9660.62323,15,1354252531,99.183461,6.493437
NEW YORK_TOMPKINS,1229314959,43787671,8969.719849,14,1273102630,96.560555,6.635155
NEW YORK_ULSTER,2911757960,94596776,20006.13409,31,3006354736,96.853439,6.663255
NEW YORK_WARREN,2246082355,166754989,16608.77197,27,2412837344,93.088843,6.608093
NEW YORK_WASHINGTON,2152713603,38126958,15707.2876,25,2190840561,98.259711,6.394192
NEW YORK_WAYNE,1563912968,2018185132,10277.32282,16,3582098100,43.659133,14.712447
NEW YORK_WESTCHESTER,1115219580,179756608,7853.643677,12,1294976188,86.118926,7.599611
NEW YORK_WYOMING,1535219547,9158065,9983.513367,16,1544377612,99.407006,6.276918
NEW YORK_YATES,875801459,97489006,5768.898315,9,973290465,89.983565,7.123397
NORTH CAROLINA_ALAMANCE,1096718106,27958505,7184.800293,11,1124676611,97.514085,6.698147
NORTH CAROLINA_ALEXANDER,673358168,9445988,5161.223755,8,682804156,98.616589,6.542033
NORTH CAROLINA_ALLEGHANY,607139719,3676325,3905.763794,6,610816044,99.398129,6.549023
NORTH CAROLINA_ANSON,1376478136,14603213,9154.227844,14,1391081349,98.950226,6.608104
NORTH CAROLINA_ASHE,1100930108,8064800,7956.928162,12,1108994908,99.272783,6.679347
NORTH CAROLINA_AVERY,640602134,445285,5469.072388,8,641047419,99.930538,6.841092
NORTH CAROLINA_BEAUFORT,2155109574,338655073,14479.90503,20,2493764647,86.419926,8.380085
NORTH CAROLINA_BERTIE,1810858586,109088136,13587.44531,19,1919946722,94.318169,7.582088
NORTH CAROLINA_BLADEN,2265887723,33010866,16785.25824,24,2298898589,98.564057,7.095748
NORTH CAROLINA_BRUNSWICK,2199399191,518904287,16187.6109,23,2718303478,80.91073,8.698589
NORTH CAROLINA_BUNCOMBE,1700318985,8942803,12375.10468,18,1709261788,99.476803,6.911217
NORTH CAROLINA_BURKE,1311146877,20719896,9264.532104,14,1331866773,98.444297,6.722099
NORTH CAROLINA_CABARRUS,935650180,7005427,6160.978821,10,942655607,99.256841,6.207107
NORTH CAROLINA_CALDWELL,1222192494,7038403,7335.214966,11,1229230897,99.427414,6.706779
NORTH CAROLINA_CAMDEN,622448680,181112906,4971.701477,7,803561586,77.461229,9.169014
NORTH CAROLINA_CARTERET,1314684783,2131065796,5005.79541,7,3445750579,38.1538,18.74292
NORTH CAROLINA_CASWELL,1101694778,8641803,6853.888428,11,1110336581,99.221695,6.279683
NORTH CAROLINA_CATAWBA,1039550834,37945134,7555.822998,12,1077495968,96.478397,6.526351
NORTH CAROLINA_CHATHAM,1765648430,70626784,12312.93329,18,1836275214,96.153802,7.114143
NORTH CAROLINA_CHEROKEE,1179845619,28813485,8211.630249,12,1208659104,97.616078,7.010141
NORTH CAROLINA_CHOWAN,447179930,157966162,3567.832581,5,605146092,73.896194,9.656337
NORTH CAROLINA_CLAY,556804505,15017755,4175.507324,6,571822260,97.373702,7.146877
NORTH CAROLINA_CLEVELAND,1202311340,10177696,6836.841492,11,1212489036,99.160595,6.267924
NORTH CAROLINA_COLUMBUS,2429722359,43711694,17955.48328,26,2473434053,98.232753,7.030196
NORTH CAROLINA_CRAVEN,1830014535,172777667,14453.83325,20,2002792202,91.373161,7.909234
NORTH CAROLINA_CUMBERLAND,1690129718,15279291,12532.53851,18,1705409009,99.104069,7.025465
NORTH CAROLINA_CURRITUCK,678350084,685089722,1423.924194,2,1363439806,49.752844,14.309978
NORTH CAROLINA_DARE,992557887,3000513932,4953.65155,7,3993071819,24.857001,28.469425
NORTH CAROLINA_DAVIDSON,1432727271,37436736,9448.037781,15,1470164007,97.453567,6.463275
NORTH CAROLINA_DAVIE,682965396,7401507,3742.313416,6,690366903,98.927888,6.304783
NORTH CAROLINA_DUPLIN,2110215814,14137851,16607.76904,23,2124353665,99.334487,7.269146
NORTH CAROLINA_DURHAM,741994332,29467007,6646.316528,10,771461339,96.180365,6.910263
NORTH CAROLINA_EDGECOMBE,1309064804,3715266,11470.61188,16,1312780070,99.716993,7.189479
NORTH CAROLINA_FORSYTH,1056221627,11712626,6872.941162,11,1067934253,98.903245,6.317415
NORTH CAROLINA_FRANKLIN,1273757138,7178583,10230.19342,15,1280935721,99.439583,6.858566
NORTH CAROLINA_GASTON,921386282,20552442,7226.916199,12,941938724,97.81807,6.156766
NORTH CAROLINA_GATES,882181716,13292008,6348.495544,9,895473724,98.515645,7.160166
NORTH CAROLINA_GRAHAM,756189024,25057776,5356.762634,8,781246800,96.792592,6.917837
NORTH CAROLINA_GRANVILLE,1377850155,14503653,9763.908142,15,1392353808,98.958336,6.577791
NORTH CAROLINA_GREENE,690839648,1228821,5852.127869,8,692068469,99.822442,7.328172
NORTH CAROLINA_GUILFORD,1672939034,30330023,10279.32867,16,1703269057,98.219305,6.541057
NORTH CAROLINA_HALIFAX,1874472932,16919664,13755.90949,20,1891392596,99.105439,6.940038
NORTH CAROLINA_HARNETT,1541100224,16378002,11833.61224,17,1557478226,98.948428,7.034926
NORTH CAROLINA_HAYWOOD,1433713829,2438478,10285.3454,15,1436152307,99.830208,6.868559
NORTH CAROLINA_HENDERSON,965918074,5547623,7535.7677,11,971465697,99.428943,6.890044
NORTH CAROLINA_HERTFORD,914689324,18737419,7721.278809,11,933426743,97.99262,7.163136
NORTH CAROLINA_HOKE,1010416546,3941216,8256.754639,12,1014357762,99.611457,6.907467
NORTH CAROLINA_HYDE,1585966935,2192929400,8581.650146,12,3778896335,41.969051,17.03964
NORTH CAROLINA_IREDELL,1487420594,59920122,9477.118103,15,1547340716,96.127542,6.5726
NORTH CAROLINA_JACKSON,1271961083,9754330,10449.79865,15,1281715413,99.238963,7.019957
NORTH CAROLINA_JOHNSTON,2049252369,11592754,14214.17236,20,2060845123,99.437476,7.147291
NORTH CAROLINA_JONES,1220836962,6031825,8703.987122,12,1226868787,99.508356,7.289159
NORTH CAROLINA_LEE,660607408,10725289,5554.306824,8,671332697,98.402388,7.055605
NORTH CAROLINA_LENOIR,1033630022,5900301,8025.116333,11,1039530323,99.432407,7.337206
NORTH CAROLINA_LINCOLN,766230937,23359099,4314.891235,7,789590036,97.041617,6.352048
NORTH CAROLINA_MACON,1335344512,10604264,8377.086304,12,1345948776,99.212135,7.036342
NORTH CAROLINA_MADISON,1164497715,4840763,9478.120728,14,1169338478,99.586026,6.798229
NORTH CAROLINA_MARTIN,1182135160,746610,7932.862122,11,1182881770,99.936882,7.216248
NORTH CAROLINA_MCDOWELL,1139477323,13977081,8735.072876,13,1153454404,98.788242,6.801707
NORTH CAROLINA_MECKLENBURG,1356068834,58270787,8391.125488,14,1414339621,95.88,6.251211
NORTH CAROLINA_MITCHELL,573036225,1632150,4099.297241,6,574668375,99.715984,6.851622
NORTH CAROLINA_MONTGOMERY,1273075615,25886763,8694.962219,13,1298962378,98.00712,6.824435
NORTH CAROLINA_MOORE,1806973893,20724316,11728.32196,17,1827698209,98.866097,6.978138
NORTH CAROLINA_NASH,1399742823,6174819,9847.137634,14,1405917642,99.560798,7.064698
NORTH CAROLINA_NEW HANOVER,497927594,353813801,2853.864929,4,851741395,58.45995,12.204359
NORTH CAROLINA_NORTHAMPTON,1389988119,35935817,10376.59662,15,1425923936,97.479822,7.096577
NORTH CAROLINA_ONSLOW,1973754758,370685631,14460.85248,20,2344440389,84.188737,8.588353
NORTH CAROLINA_ORANGE,1029672897,8807050,6617.236145,10,1038479947,99.151929,6.673835
NORTH CAROLINA_PAMLICO,871546184,583061138,4298.84729,6,1454607322,59.916252,11.957933
NORTH CAROLINA_PASQUOTANK,587616451,161745167,2843.837219,4,749361618,78.415606,9.066554
NORTH CAROLINA_PENDER,2256645338,162833419,16434.29096,23,2419478757,93.269897,7.660933
NORTH CAROLINA_PERQUIMANS,640169367,211759806,3560.813232,5,851929173,75.143496,9.477369
NORTH CAROLINA_PERSON,1016140154,31220109,6349.498596,10,1047360263,97.019162,6.544582
NORTH CAROLINA_PITT,1689629354,8238588,13906.32391,19,1697867942,99.514769,7.354806
NORTH CAROLINA_POLK,615606314,1964035,3960.915833,6,617570349,99.681974,6.622588
NORTH CAROLINA_RANDOLPH,2026229975,19767036,15838.64948,24,2045997011,99.033868,6.663819
NORTH CAROLINA_RICHMOND,1226849546,15575097,10085.79535,15,1242424643,98.746395,6.809224
NORTH CAROLINA_ROBESON,2453435687,5076395,17621.56287,26,2458512082,99.793518,6.791548
NORTH CAROLINA_ROCKINGHAM,1464997156,18444290,10597.20477,17,1483441446,98.756655,6.312131
NORTH CAROLINA_ROWAN,1324727249,32231668,9930.366943,16,1356958917,97.624713,6.357488
NORTH CAROLINA_RUTHERFORD,1464476077,4692959,10450.80109,16,1469169036,99.680571,6.552682
NORTH CAROLINA_SAMPSON,2449357434,4923826,17085.08441,24,2454281260,99.799378,7.133096
NORTH CAROLINA_SCOTLAND,826570080,3841985,6074.741272,9,830412065,99.53734,6.781086
NORTH CAROLINA_STANLY,1023390690,25222524,7057.449585,11,1048613214,97.594678,6.573989
NORTH CAROLINA_STOKES,1162941527,17582831,6256.241577,10,1180524358,98.510591,6.350831
NORTH CAROLINA_SURRY,1382386028,10337426,10215.15179,16,1392723454,99.257755,6.432213
NORTH CAROLINA_SWAIN,1366810463,32416167,10662.38416,16,1399226630,97.68328,6.822038
NORTH CAROLINA_TRANSYLVANIA,979930393,5103716,6979.233948,10,985034109,99.481874,7.015583
NORTH CAROLINA_TYRRELL,1012103918,534574451,7862.668701,11,1546678369,65.437258,10.923258
NORTH CAROLINA_UNION,1638745719,17924710,11762.41589,19,1656670429,98.918028,6.25846
NORTH CAROLINA_VANCE,653713542,42178610,4554.551636,7,695892152,93.938916,6.926312
NORTH CAROLINA_WAKE,2162195848,58055278,17186.36359,25,2220251126,97.385193,7.059128
NORTH CAROLINA_WARREN,1112117463,38615563,7856.651794,12,1150733026,96.644264,6.774546
NORTH CAROLINA_WASHINGTON,897456203,195282199,5042.897644,7,1092738402,82.129099,8.771726
NORTH CAROLINA_WATAUGA,809217076,2275614,5364.784668,8,811492690,99.719577,6.724839
NORTH CAROLINA_WAYNE,1434643400,9850061,11621.02625,16,1444493461,99.318096,7.313009
NORTH CAROLINA_WILKES,1954249757,6862433,13627.55573,21,1961112190,99.650074,6.5121
NORTH CAROLINA_WILSON,951946703,14398771,7219.897217,10,966345474,98.509977,7.329103
NORTH CAROLINA_YADKIN,867496099,7232594,6308.385254,10,874728693,99.173161,6.36098
NORTH CAROLINA_YANCEY,809610027,1524561,5463.055664,8,811134588,99.812046,6.841679
