County,State,FIPS,ID,Mean NPP LS 12
AUTAUGA,ALABAMA,1001,ALABAMA_AUTAUGA,645.631815
BALDWIN,ALABAMA,1003,ALABAMA_BALDWIN,708.401233
BARBOUR,ALABAMA,1005,ALABAMA_BARBOUR,644.787295
BIBB,ALABAMA,1007,ALABAMA_BIBB,646.817873
BLOUNT,ALABAMA,1009,ALABAMA_BLOUNT,625.079742
BULLOCK,ALABAMA,1011,ALABAMA_BULLOCK,677.15135
BUTLER,ALABAMA,1013,ALABAMA_BUTLER,650.048649
CALHOUN,ALABAMA,1015,ALABAMA_CALHOUN,726.719484
CHAMBERS,ALABAMA,1017,ALABAMA_CHAMBERS,554.289648
CHEROKEE,ALABAMA,1019,ALABAMA_CHEROKEE,753.088446
CHILTON,ALABAMA,1021,ALABAMA_CHILTON,661.614651
CHOCTAW,ALABAMA,1023,ALABAMA_CHOCTAW,607.705533
CLARKE,ALABAMA,1025,ALABAMA_CLARKE,630.098812
CLAY,ALABAMA,1027,ALABAMA_CLAY,755.845951
CLEBURNE,ALABAMA,1029,ALABAMA_CLEBURNE,763.711372
COFFEE,ALABAMA,1031,ALABAMA_COFFEE,678.824129
COLBERT,ALABAMA,1033,ALABAMA_COLBERT,699.698857
CONECUH,ALABAMA,1035,ALABAMA_CONECUH,651.734334
COOSA,ALABAMA,1037,ALABAMA_COOSA,688.248957
COVINGTON,ALABAMA,1039,ALABAMA_COVINGTON,597.955579
CRENSHAW,ALABAMA,1041,ALABAMA_CRENSHAW,663.402284
CULLMAN,ALABAMA,1043,ALABAMA_CULLMAN,642.490584
DALE,ALABAMA,1045,ALABAMA_DALE,653.562287
DALLAS,ALABAMA,1047,ALABAMA_DALLAS,630.60692
DE KALB,ALABAMA,1049,ALABAMA_DE KALB,822.161775
ELMORE,ALABAMA,1051,ALABAMA_ELMORE,679.357668
ESCAMBIA,ALABAMA,1053,ALABAMA_ESCAMBIA,638.743005
ETOWAH,ALABAMA,1055,ALABAMA_ETOWAH,699.603029
FAYETTE,ALABAMA,1057,ALABAMA_FAYETTE,628.040072
FRANKLIN,ALABAMA,1059,ALABAMA_FRANKLIN,668.264482
GENEVA,ALABAMA,1061,ALABAMA_GENEVA,678.735739
GREENE,ALABAMA,1063,ALABAMA_GREENE,623.690951
HALE,ALABAMA,1065,ALABAMA_HALE,604.746721
HENRY,ALABAMA,1067,ALABAMA_HENRY,668.577216
HOUSTON,ALABAMA,1069,ALABAMA_HOUSTON,674.273903
JACKSON,ALABAMA,1071,ALABAMA_JACKSON,867.748281
JEFFERSON,ALABAMA,1073,ALABAMA_JEFFERSON,644.956881
LAMAR,ALABAMA,1075,ALABAMA_LAMAR,555.652525
LAUDERDALE,ALABAMA,1077,ALABAMA_LAUDERDALE,696.861035
LAWRENCE,ALABAMA,1079,ALABAMA_LAWRENCE,704.965591
LEE,ALABAMA,1081,ALABAMA_LEE,630.70721
LIMESTONE,ALABAMA,1083,ALABAMA_LIMESTONE,698.677675
LOWNDES,ALABAMA,1085,ALABAMA_LOWNDES,653.251765
MACON,ALABAMA,1087,ALABAMA_MACON,647.703722
MADISON,ALABAMA,1089,ALABAMA_MADISON,782.235467
MARENGO,ALABAMA,1091,ALABAMA_MARENGO,592.456182
MARION,ALABAMA,1093,ALABAMA_MARION,623.128073
MARSHALL,ALABAMA,1095,ALABAMA_MARSHALL,738.321864
MOBILE,ALABAMA,1097,ALABAMA_MOBILE,660.360267
MONROE,ALABAMA,1099,ALABAMA_MONROE,655.695529
MONTGOMERY,ALABAMA,1101,ALABAMA_MONTGOMERY,632.701575
MORGAN,ALABAMA,1103,ALABAMA_MORGAN,687.145852
PERRY,ALABAMA,1105,ALABAMA_PERRY,628.295806
PICKENS,ALABAMA,1107,ALABAMA_PICKENS,613.376806
PIKE,ALABAMA,1109,ALABAMA_PIKE,691.276352
RANDOLPH,ALABAMA,1111,ALABAMA_RANDOLPH,627.026988
RUSSELL,ALABAMA,1113,ALABAMA_RUSSELL,614.952
SAINT CLAIR,ALABAMA,1115,ALABAMA_SAINT CLAIR,661.19018
SHELBY,ALABAMA,1117,ALABAMA_SHELBY,634.592043
SUMTER,ALABAMA,1119,ALABAMA_SUMTER,603.277803
TALLADEGA,ALABAMA,1121,ALABAMA_TALLADEGA,669.260854
TALLAPOOSA,ALABAMA,1123,ALABAMA_TALLAPOOSA,628.376493
TUSCALOOSA,ALABAMA,1125,ALABAMA_TUSCALOOSA,623.134668
WALKER,ALABAMA,1127,ALABAMA_WALKER,580.960373
WASHINGTON,ALABAMA,1129,ALABAMA_WASHINGTON,611.577337
WILCOX,ALABAMA,1131,ALABAMA_WILCOX,610.31827
WINSTON,ALABAMA,1133,ALABAMA_WINSTON,705.387499
APACHE,ARIZONA,4001,ARIZONA_APACHE,196.003409
COCHISE,ARIZONA,4003,ARIZONA_COCHISE,136.404937
COCONINO,ARIZONA,4005,ARIZONA_COCONINO,201.404816
GILA,ARIZONA,4007,ARIZONA_GILA,290.645188
GRAHAM,ARIZONA,4009,ARIZONA_GRAHAM,176.201828
GREENLEE,ARIZONA,4011,ARIZONA_GREENLEE,311.956616
LAPAZ,ARIZONA,4012,ARIZONA_LAPAZ,6.274854
MARICOPA,ARIZONA,4013,ARIZONA_MARICOPA,30.858562
MOHAVE,ARIZONA,4015,ARIZONA_MOHAVE,76.107445
NAVAJO,ARIZONA,4017,ARIZONA_NAVAJO,145.391507
PIMA,ARIZONA,4019,ARIZONA_PIMA,42.641314
PINAL,ARIZONA,4021,ARIZONA_PINAL,51.241189
SANTA CRUZ,ARIZONA,4023,ARIZONA_SANTA CRUZ,188.600649
YAVAPAI,ARIZONA,4025,ARIZONA_YAVAPAI,158.658361
YUMA,ARIZONA,4027,ARIZONA_YUMA,15.077182
ARKANSAS,ARKANSAS,5001,ARKANSAS_ARKANSAS,922.333539
ASHLEY,ARKANSAS,5003,ARKANSAS_ASHLEY,707.230255
BAXTER,ARKANSAS,5005,ARKANSAS_BAXTER,629.849225
BENTON,ARKANSAS,5007,ARKANSAS_BENTON,545.865959
BOONE,ARKANSAS,5009,ARKANSAS_BOONE,589.890636
BRADLEY,ARKANSAS,5011,ARKANSAS_BRADLEY,600.899919
CALHOUN,ARKANSAS,5013,ARKANSAS_CALHOUN,618.855541
CARROLL,ARKANSAS,5015,ARKANSAS_CARROLL,603.697237
CHICOT,ARKANSAS,5017,ARKANSAS_CHICOT,918.342898
CLARK,ARKANSAS,5019,ARKANSAS_CLARK,655.38208
CLAY,ARKANSAS,5021,ARKANSAS_CLAY,756.76757
CLEBURNE,ARKANSAS,5023,ARKANSAS_CLEBURNE,675.012664
CLEVELAND,ARKANSAS,5025,ARKANSAS_CLEVELAND,637.085685
COLUMBIA,ARKANSAS,5027,ARKANSAS_COLUMBIA,621.603858
CONWAY,ARKANSAS,5029,ARKANSAS_CONWAY,574.142576
CRAIGHEAD,ARKANSAS,5031,ARKANSAS_CRAIGHEAD,768.038433
CRAWFORD,ARKANSAS,5033,ARKANSAS_CRAWFORD,623.168854
CRITTENDEN,ARKANSAS,5035,ARKANSAS_CRITTENDEN,841.339328
CROSS,ARKANSAS,5037,ARKANSAS_CROSS,784.33993
DALLAS,ARKANSAS,5039,ARKANSAS_DALLAS,616.983054
DESHA,ARKANSAS,5041,ARKANSAS_DESHA,924.294017
DREW,ARKANSAS,5043,ARKANSAS_DREW,669.596007
FAULKNER,ARKANSAS,5045,ARKANSAS_FAULKNER,584.67987
FRANKLIN,ARKANSAS,5047,ARKANSAS_FRANKLIN,614.777175
FULTON,ARKANSAS,5049,ARKANSAS_FULTON,623.997403
GARLAND,ARKANSAS,5051,ARKANSAS_GARLAND,705.260047
GRANT,ARKANSAS,5053,ARKANSAS_GRANT,580.20417
GREENE,ARKANSAS,5055,ARKANSAS_GREENE,752.849915
HEMPSTEAD,ARKANSAS,5057,ARKANSAS_HEMPSTEAD,603.895053
HOT SPRING,ARKANSAS,5059,ARKANSAS_HOT SPRING,634.948196
HOWARD,ARKANSAS,5061,ARKANSAS_HOWARD,626.47462
INDEPENDENCE,ARKANSAS,5063,ARKANSAS_INDEPENDENCE,659.21074
IZARD,ARKANSAS,5065,ARKANSAS_IZARD,636.428132
JACKSON,ARKANSAS,5067,ARKANSAS_JACKSON,787.30318
JEFFERSON,ARKANSAS,5069,ARKANSAS_JEFFERSON,819.979618
JOHNSON,ARKANSAS,5071,ARKANSAS_JOHNSON,721.441074
LAFAYETTE,ARKANSAS,5073,ARKANSAS_LAFAYETTE,635.016955
LAWRENCE,ARKANSAS,5075,ARKANSAS_LAWRENCE,702.918108
LEE,ARKANSAS,5077,ARKANSAS_LEE,864.125321
LINCOLN,ARKANSAS,5079,ARKANSAS_LINCOLN,778.33103
LITTLE RIVER,ARKANSAS,5081,ARKANSAS_LITTLE RIVER,616.069798
LOGAN,ARKANSAS,5083,ARKANSAS_LOGAN,615.497861
LONOKE,ARKANSAS,5085,ARKANSAS_LONOKE,795.538002
MADISON,ARKANSAS,5087,ARKANSAS_MADISON,725.33849
MARION,ARKANSAS,5089,ARKANSAS_MARION,591.124024
MILLER,ARKANSAS,5091,ARKANSAS_MILLER,644.487462
MISSISSIPPI,ARKANSAS,5093,ARKANSAS_MISSISSIPPI,825.075201
MONROE,ARKANSAS,5095,ARKANSAS_MONROE,896.049374
MONTGOMERY,ARKANSAS,5097,ARKANSAS_MONTGOMERY,780.772168
NEVADA,ARKANSAS,5099,ARKANSAS_NEVADA,600.269752
NEWTON,ARKANSAS,5101,ARKANSAS_NEWTON,812.939544
